Species,value,sample_location_info,sample_lat_DD,sample_long_DD,sample_month
Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,23,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,18,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,43,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,61,Chapman Rd.,27.616367,-82.5353,8
Anopheles quadrimaculatus,25,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,44,Port,27.640483,-82.552667,8
Anopheles quadrimaculatus,13,Highland Shores,27.516317,-82.537735,8
Anopheles quadrimaculatus,3,Palm-Aire,27.406663,-82.504054,8
Anopheles quadrimaculatus,2,Upper Manatee,27.51261,-82.4319,8
Anopheles quadrimaculatus,10,Jamie's Way,27.46357,-82.30379,8
Anopheles quadrimaculatus,4,South 675,27.40779,-82.304,8
Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,8
Anopheles quadrimaculatus,9,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,9,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,8
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,11,French,27.603067,-82.535717,8
Anopheles quadrimaculatus,38,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,42,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,66,Parrish,27.57505,-82.419667,8
Anopheles quadrimaculatus,91,Parrish,27.57484,-82.419638,8
Anopheles quadrimaculatus,46,Parrish/Britt Rd.,27.564967,-82.424886,8
Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,8
Anopheles quadrimaculatus,3,Samoset,27.46947,-82.52402,8
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,8
Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,8
Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,8
Anopheles quadrimaculatus,22,Prichard Rd.,27.639167,-82.417083,8
Anopheles quadrimaculatus,14,Thousand Oaks,27.564989,-82.480332,8
Anopheles quadrimaculatus,24,Buffalo Creek Ball Park,27.578355,-82.483695,8
Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,8
Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,8
Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,8
Anopheles quadrimaculatus,34,Frog Creek,27.590917,-82.548,8
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,9
Anopheles quadrimaculatus,24,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,7,Fielding,27.529167,-82.588117,9
Anopheles quadrimaculatus,4,Palm-Aire,27.406663,-82.504054,9
Anopheles quadrimaculatus,3,Lloyd Park,27.489937,-82.533814,9
Anopheles quadrimaculatus,11,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,63,Grassfarm Rd.,27.627967,-82.496833,9
Anopheles quadrimaculatus,51,Port,27.640483,-82.552667,9
Anopheles quadrimaculatus,11,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,8,Parrish/Britt Rd.,27.564967,-82.424886,9
Anopheles quadrimaculatus,20,Chapman Rd.,27.616367,-82.5353,9
Anopheles quadrimaculatus,23,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,27,Grassfarm Rd.,27.627967,-82.496833,9
Anopheles quadrimaculatus,14,Port,27.640483,-82.552667,9
Anopheles quadrimaculatus,17,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,17,Parrish,27.57484,-82.419638,9
Anopheles quadrimaculatus,32,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,12,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,3,Fielding,27.529167,-82.588117,9
Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,9
Anopheles quadrimaculatus,4,Carrs,27.554018,-82.545481,9
Anopheles quadrimaculatus,6,Bolleteries Soccer field,27.447151,-82.62052,9
Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,9
Anopheles quadrimaculatus,15,Palm-Aire,27.406663,-82.504054,9
Anopheles quadrimaculatus,50,Mote Ranch,27.4197,-82.47982,9
Anopheles quadrimaculatus,12,Tallevast,27.4266,-82.52471,9
Anopheles quadrimaculatus,1,Magnolia Manor,27.481256,-82.48042,9
Anopheles quadrimaculatus,2,Braden Pines,27.43889,-82.43865,9
Anopheles quadrimaculatus,2,Upper Manatee,27.51261,-82.4319,9
Anopheles quadrimaculatus,66,Myakka,27.349733,-82.157581,9
Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,9
Anopheles quadrimaculatus,12,Erie Rd.,27.574079,-82.5041,9
Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,9
Anopheles quadrimaculatus,1,Lloyd Park,27.489937,-82.533814,9
Anopheles quadrimaculatus,3,Braden River Park,27.44893,-82.498664,9
Anopheles quadrimaculatus,56,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,12,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,103,Grassfarm Rd.,27.627967,-82.496833,9
Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,9
Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
Anopheles quadrimaculatus,19,Chapman Rd.,27.616367,-82.5353,9
Anopheles quadrimaculatus,35,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,20,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,47,Grassfarm Rd.,27.627967,-82.496833,9
Anopheles quadrimaculatus,177,Port,27.640483,-82.552667,9
Anopheles quadrimaculatus,6,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,3,Parrish,27.57505,-82.419667,9
Anopheles quadrimaculatus,7,Parrish,27.57484,-82.419638,9
Anopheles quadrimaculatus,5,Parrish/Britt Rd.,27.564967,-82.424886,9
Anopheles quadrimaculatus,48,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,11,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,9,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,14,Parrish/Britt Rd.,27.564967,-82.424886,9
Anopheles quadrimaculatus,4,Church,27.600978,-82.529357,9
Anopheles quadrimaculatus,13,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,9
Anopheles quadrimaculatus,1,Highland Shores,27.516317,-82.537735,9
Anopheles quadrimaculatus,7,Samoset,27.46947,-82.52402,9
Anopheles quadrimaculatus,6,Mote Ranch,27.4197,-82.47982,9
Anopheles quadrimaculatus,5,Waterline Rd,27.4894,-82.361667,9
Anopheles quadrimaculatus,12,Jamie's Way,27.46357,-82.30379,9
Anopheles quadrimaculatus,11,Thousand Oaks,27.564989,-82.480332,9
Anopheles quadrimaculatus,6,Bunker Hill Church,27.591467,-82.19985,9
Anopheles quadrimaculatus,3,Lloyd Park,27.489937,-82.533814,9
Anopheles quadrimaculatus,1,Braden River Park,27.44893,-82.498664,9
Anopheles quadrimaculatus,56,Grassfarm Rd.,27.627967,-82.496833,9
Anopheles quadrimaculatus,30,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,11,Parrish,27.57505,-82.419667,9
Anopheles quadrimaculatus,11,Parrish,27.57484,-82.419638,9
Anopheles quadrimaculatus,6,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,9,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,17,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,8,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,9
Anopheles quadrimaculatus,36,Fielding,27.529167,-82.588117,9
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,9
Anopheles quadrimaculatus,1,Manatee HS,27.48887,-82.59214,9
Anopheles quadrimaculatus,30,Race Track,27.474551,-82.324001,9
Anopheles quadrimaculatus,8,Erie Rd.,27.574079,-82.5041,9
Anopheles quadrimaculatus,20,Thousand Oaks,27.564989,-82.480332,9
Anopheles quadrimaculatus,5,Parrish,27.57505,-82.419667,9
Anopheles quadrimaculatus,49,Braden River Park,27.44893,-82.498664,9
Anopheles quadrimaculatus,91,Frog Creek,27.590917,-82.548,9
Anopheles quadrimaculatus,11,French,27.603067,-82.535717,9
Anopheles quadrimaculatus,3,Apple,27.41218,-82.28757,9
Anopheles quadrimaculatus,10,Palm-Aire,27.406663,-82.504054,9
Anopheles quadrimaculatus,10,Mote Ranch,27.4197,-82.47982,9
Anopheles quadrimaculatus,10,Tallevast,27.4266,-82.52471,9
Anopheles quadrimaculatus,13,Magnolia Manor,27.481256,-82.48042,9
Anopheles quadrimaculatus,10,Parrish,27.57505,-82.419667,9
Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,9
Anopheles quadrimaculatus,14,Carrs,27.554018,-82.545481,9
Anopheles quadrimaculatus,1,Mullins,27.439449,-82.548928,9
Anopheles quadrimaculatus,4,Palm-Aire,27.406663,-82.504054,9
Anopheles quadrimaculatus,5,Mote Ranch,27.4197,-82.47982,9
Anopheles quadrimaculatus,36,Tallevast,27.4266,-82.52471,9
Anopheles quadrimaculatus,4,Magnolia Manor,27.481256,-82.48042,9
Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,9
Anopheles quadrimaculatus,3,Bear Bay Rd.,27.47078,-82.16993,9
Anopheles quadrimaculatus,12,Erie Rd.,27.574079,-82.5041,9
Anopheles quadrimaculatus,6,Thousand Oaks,27.564989,-82.480332,9
Anopheles quadrimaculatus,9,Bradley Rd.,27.60315,-82.098133,9
Anopheles quadrimaculatus,6,Braden River Park,27.44893,-82.498664,9
Anopheles quadrimaculatus,5,Lakewood Ranch HS,27.44242,-82.43578,9
Anopheles quadrimaculatus,58,Buffalo Creek Ball Park,27.578355,-82.483695,9
Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,10
Anopheles quadrimaculatus,19,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,12,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,13,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,16,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,10
Anopheles quadrimaculatus,97,Myakka,27.349733,-82.157581,10
Anopheles quadrimaculatus,38,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,14,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,6,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,29,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,2,Fielding,27.529167,-82.588117,10
Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,24,Carrs,27.554018,-82.545481,10
Anopheles quadrimaculatus,1,Palm-Aire,27.406663,-82.504054,10
Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,10
Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
Anopheles quadrimaculatus,5,Braden Pines,27.43889,-82.43865,10
Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,10
Anopheles quadrimaculatus,24,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,1,Keentown,27.570935,-82.137841,10
Anopheles quadrimaculatus,48,Palmetto Ball Park,27.531,-82.58235,10
Anopheles quadrimaculatus,1,Braden River Park,27.44893,-82.498664,10
Anopheles quadrimaculatus,1,Lakewood Ranch HS,27.44242,-82.43578,10
Anopheles quadrimaculatus,18,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,10,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,7,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,9,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,7,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,110,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,7,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,22,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,2,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,14,Carrs,27.554018,-82.545481,10
Anopheles quadrimaculatus,11,Samoset,27.46947,-82.52402,10
Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,10
Anopheles quadrimaculatus,6,Tallevast,27.4266,-82.52471,10
Anopheles quadrimaculatus,10,Magnolia Manor,27.481256,-82.48042,10
Anopheles quadrimaculatus,2,Lakewood Ranch,27.419517,-82.4262,10
Anopheles quadrimaculatus,2,Rye Rd,27.484586,-82.40161,10
Anopheles quadrimaculatus,21,Braden Pines,27.43889,-82.43865,10
Anopheles quadrimaculatus,3,Upper Manatee,27.51261,-82.4319,10
Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,10
Anopheles quadrimaculatus,4,Jamie's Way,27.46357,-82.30379,10
Anopheles quadrimaculatus,2,Sandy Baptist,27.272953,-82.116503,10
Anopheles quadrimaculatus,1,Prichard Rd.,27.639167,-82.417083,10
Anopheles quadrimaculatus,9,Erie Rd.,27.574079,-82.5041,10
Anopheles quadrimaculatus,9,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,8,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,3,Parrish,27.57484,-82.419638,10
Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,14,Bradley Rd.,27.60315,-82.098133,10
Anopheles quadrimaculatus,81,Carlton Rd.,27.613375,-82.123478,10
Anopheles quadrimaculatus,6,Braden River Park,27.44893,-82.498664,10
Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,10
Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,19,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,4,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,6,Chapman Rd.,27.616367,-82.5353,10
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,12,Chapman Rd.,27.616367,-82.5353,10
Anopheles quadrimaculatus,12,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,15,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,6,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,1,Palmetto shop,27.533281,-82.565712,10
Anopheles quadrimaculatus,2,Manatee HS,27.48887,-82.59214,10
Anopheles quadrimaculatus,1,Fulwood,27.475085,-82.551283,10
Anopheles quadrimaculatus,7,Samoset,27.46947,-82.52402,10
Anopheles quadrimaculatus,2,Palm-Aire,27.406663,-82.504054,10
Anopheles quadrimaculatus,3,Magnolia Manor,27.481256,-82.48042,10
Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,10
Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,10
Anopheles quadrimaculatus,3,Mossy Hammock,27.286571,-82.23038,10
Anopheles quadrimaculatus,4,Sandy Baptist,27.272953,-82.116503,10
Anopheles quadrimaculatus,1,Bear Bay Rd.,27.47078,-82.16993,10
Anopheles quadrimaculatus,3,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,1,Lakewood Ranch HS,27.44242,-82.43578,10
Anopheles quadrimaculatus,28,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,16,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,4,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,7,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,5,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,6,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,9,Chapman Rd.,27.616367,-82.5353,10
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,29,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,3,Fielding,27.529167,-82.588117,10
Anopheles quadrimaculatus,10,Highland Shores,27.516317,-82.537735,10
Anopheles quadrimaculatus,12,Carrs,27.554018,-82.545481,10
Anopheles quadrimaculatus,7,Palm-Aire,27.406663,-82.504054,10
Anopheles quadrimaculatus,6,Mote Ranch,27.4197,-82.47982,10
Anopheles quadrimaculatus,5,Tallevast,27.4266,-82.52471,10
Anopheles quadrimaculatus,3,Magnolia Manor,27.481256,-82.48042,10
Anopheles quadrimaculatus,8,Lakewood Ranch,27.419517,-82.4262,10
Anopheles quadrimaculatus,1,Soccer Field,27.426485,-82.376623,10
Anopheles quadrimaculatus,3,Rye Rd,27.484586,-82.40161,10
Anopheles quadrimaculatus,4,Upper Manatee,27.51261,-82.4319,10
Anopheles quadrimaculatus,6,Jamie's Way,27.46357,-82.30379,10
Anopheles quadrimaculatus,3,Race Track,27.474551,-82.324001,10
Anopheles quadrimaculatus,3,South 675,27.40779,-82.304,10
Anopheles quadrimaculatus,2,Gopher Hill,27.40805,-82.260329,10
Anopheles quadrimaculatus,1,Myakka,27.349733,-82.157581,10
Anopheles quadrimaculatus,3,Wauchula Rd.,27.426958,-82.133258,10
Anopheles quadrimaculatus,1,Bear Bay Rd.,27.47078,-82.16993,10
Anopheles quadrimaculatus,2,Erie Rd.,27.574079,-82.5041,10
Anopheles quadrimaculatus,11,Thousand Oaks,27.564989,-82.480332,10
Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,10
Anopheles quadrimaculatus,4,Bradley Rd.,27.60315,-82.098133,10
Anopheles quadrimaculatus,12,Carlton Rd.,27.613375,-82.123478,10
Anopheles quadrimaculatus,2,Keentown,27.570935,-82.137841,10
Anopheles quadrimaculatus,17,Braden River Park,27.44893,-82.498664,10
Anopheles quadrimaculatus,2,Lakewood Ranch HS,27.44242,-82.43578,10
Anopheles quadrimaculatus,18,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,12,Chapman Rd.,27.616367,-82.5353,10
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,6,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,39,Port,27.640483,-82.552667,10
Anopheles quadrimaculatus,12,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,10
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,10
Anopheles quadrimaculatus,20,French,27.603067,-82.535717,10
Anopheles quadrimaculatus,5,Frog Creek,27.590917,-82.548,10
Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,10
Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,10
Anopheles quadrimaculatus,2,Parrish,27.57484,-82.419638,10
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,25,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,6,Fielding,27.529167,-82.588117,11
Anopheles quadrimaculatus,6,Carrs,27.554018,-82.545481,11
Anopheles quadrimaculatus,4,Samoset,27.46947,-82.52402,11
Anopheles quadrimaculatus,8,Palm-Aire,27.406663,-82.504054,11
Anopheles quadrimaculatus,11,Mote Ranch,27.4197,-82.47982,11
Anopheles quadrimaculatus,2,Tallevast,27.4266,-82.52471,11
Anopheles quadrimaculatus,6,Magnolia Manor,27.481256,-82.48042,11
Anopheles quadrimaculatus,1,Soccer Field,27.426485,-82.376623,11
Anopheles quadrimaculatus,2,Rye Rd,27.484586,-82.40161,11
Anopheles quadrimaculatus,3,Jamie's Way,27.46357,-82.30379,11
Anopheles quadrimaculatus,2,Myakka,27.349733,-82.157581,11
Anopheles quadrimaculatus,2,Mossy Hammock,27.286571,-82.23038,11
Anopheles quadrimaculatus,25,Singletary Rd,27.34712,-82.243525,11
Anopheles quadrimaculatus,2,Wauchula Rd.,27.426958,-82.133258,11
Anopheles quadrimaculatus,17,Erie Rd.,27.574079,-82.5041,11
Anopheles quadrimaculatus,4,Parrish,27.57505,-82.419667,11
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,11
Anopheles quadrimaculatus,6,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,24,Palmetto Ball Park,27.531,-82.58235,11
Anopheles quadrimaculatus,2,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,19,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,40,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,11,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,11
Anopheles quadrimaculatus,21,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,40,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,14,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,30,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,5,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,7,French,27.603067,-82.535717,11
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,29,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,61,Port,27.640483,-82.552667,11
Anopheles quadrimaculatus,4,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,3,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,4,Fielding,27.529167,-82.588117,11
Anopheles quadrimaculatus,8,Carrs,27.554018,-82.545481,11
Anopheles quadrimaculatus,1,Samoset,27.46947,-82.52402,11
Anopheles quadrimaculatus,12,Mote Ranch,27.4197,-82.47982,11
Anopheles quadrimaculatus,2,Magnolia Manor,27.481256,-82.48042,11
Anopheles quadrimaculatus,7,Lakewood Ranch,27.419517,-82.4262,11
Anopheles quadrimaculatus,7,Jamie's Way,27.46357,-82.30379,11
Anopheles quadrimaculatus,2,Myakka,27.349733,-82.157581,11
Anopheles quadrimaculatus,2,Thousand Oaks,27.564989,-82.480332,11
Anopheles quadrimaculatus,9,Palmetto Ball Park,27.531,-82.58235,11
Anopheles quadrimaculatus,2,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,20,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,10,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,2,Parrish,27.57505,-82.419667,11
Anopheles quadrimaculatus,3,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,3,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,4,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,50,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,19,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,1,Church,27.600978,-82.529357,11
Anopheles quadrimaculatus,6,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,3,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,5,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,2,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,21,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,11
Anopheles quadrimaculatus,5,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,1,Buffalo Creek Ball Park,27.578355,-82.483695,11
Anopheles quadrimaculatus,1,Parrish,27.57484,-82.419638,11
Anopheles quadrimaculatus,14,Parrish/Britt Rd.,27.564967,-82.424886,11
Anopheles quadrimaculatus,8,Chapman Rd.,27.616367,-82.5353,11
Anopheles quadrimaculatus,3,Grassfarm Rd.,27.627967,-82.496833,11
Anopheles quadrimaculatus,4,Mote Ranch,27.4197,-82.47982,12
Anopheles quadrimaculatus,5,Chapman Rd.,27.616367,-82.5353,12
Anopheles quadrimaculatus,1,Mote Ranch,27.4197,-82.47982,12
Anopheles quadrimaculatus,4,Mote Ranch,27.4197,-82.47982,12
Anopheles quadrimaculatus,1,Buffalo Creek Ball Park,27.578355,-82.483695,12
Anopheles quadrimaculatus,2,Waterline Rd,27.4894,-82.361667,4
Anopheles quadrimaculatus,1,Frog Creek,27.590917,-82.548,4
Anopheles quadrimaculatus,11,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,22,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,2,Buffalo Creek Ball Park,27.578355,-82.483695,4
Anopheles quadrimaculatus,1,Parrish,27.57505,-82.419667,4
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,4
Anopheles quadrimaculatus,12,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,15,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,8,Buffalo Creek Ball Park,27.578355,-82.483695,4
Anopheles quadrimaculatus,95,Parrish,27.57505,-82.419667,4
Anopheles quadrimaculatus,18,Chapman Rd.,27.616367,-82.5353,4
Anopheles quadrimaculatus,7,Grassfarm Rd.,27.627967,-82.496833,4
Anopheles quadrimaculatus,18,Port,27.640483,-82.552667,4
Anopheles quadrimaculatus,1,Waterline Rd,27.4894,-82.361667,4
Anopheles quadrimaculatus,12,Buffalo Creek Ball Park,27.578355,-82.483695,4
Anopheles quadrimaculatus,7,Parrish,27.57505,-82.419667,4
Anopheles quadrimaculatus,2,Parrish/Britt Rd.,27.564967,-82.424886,4
Anopheles quadrimaculatus,2,Church,27.600978,-82.529357,5
Anopheles quadrimaculatus,1,French,27.603067,-82.535717,5
Anopheles quadrimaculatus,17,Grassfarm Rd.,27.627967,-82.496833,5
Anopheles quadrimaculatus,11,Port,27.640483,-82.552667,5
Anopheles quadrimaculatus,4,Parrish,27.57505,-82.419667,5
Anopheles quadrimaculatus,2,Parrish,27.57484,-82.419638,5
Anopheles quadrimaculatus,1,Parrish/Britt Rd.,27.564967,-82.424886,5
Anopheles quadrimaculatus,2,Frog Creek,27.590917,-82.548,5
